employee_id,fio,gender,birth_date,age,education,married,kids,position,employment_type,division,distance_km,commute_min,transport_type,city,hire_date,fire_date,seniority_years
145,Туров Якуб Витальевич,Мужской,1981-02-25,44,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,Сбыт,11.0,72.0,Личный,Санкт-Петербург,2020-06-18,2022-05-25,8
146,Стрелкова Жанна Валериевна,Женский,1993-09-27,32,высшее,0.0,0,Сотрудник,Полная занятость,Производство,5.2,12.0,Личный,Санкт-Петербург,2017-11-18,,6
147,Туров Демьян Фадеевич,Мужской,1986-10-18,39,среднее профессиональное,0.0,1,Линейный менеджер,Полная занятость,Техническое обслуживание,10.7,72.0,Общественный,Санкт-Петербург,2018-07-17,,4
148,Козлова Дарья Леоновна,Женский,1981-02-24,44,высшее,0.0,1,Линейный менеджер,Полная занятость,Логистика,9.0,,Личный,Санкт-Петербург,2022-04-22,,4
149,Шаров Остап Денисович,Мужской,1968-07-03,57,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Сбыт,8.9,25.0,Личный,Санкт-Петербург,2013-12-27,,15
150,Федотов Гордей Борисович,Мужской,1974-10-20,51,среднее профессиональное,1.0,0,Линейный менеджер,Полная занятость,HR,14.1,55.0,Общественный,Санкт-Петербург,1996-06-09,,27
151,Щербаков Андрей Харитонович,Мужской,1976-09-22,49,высшее,1.0,1,Сотрудник,Полная занятость,ИТ,10.1,30.0,Личный,Санкт-Петербург,2023-01-11,,1
152,Полякова Евпраксия Робертовна,Женский,1966-12-19,59,высшее,1.0,1,Сотрудник,Полная занятость,Сбыт,18.4,142.0,Смешанный,Санкт-Петербург,2012-03-10,,11
153,Шестаков Лев Давыдович,Мужской,1987-01-02,38,незаконченное высшее,0.0,1,Сотрудник,Полная занятость,Администрация,4.3,62.0,Общественный,Санкт-Петербург,1970-01-17,,54
154,Цветков Аким Георгиевич,Мужской,1969-05-11,56,высшее,1.0,1,Ведущий специалист,Частичная занятость,Безопасность,19.4,64.0,Общественный,Санкт-Петербург,2011-09-13,,13
155,Власов Максим Елисеевич,Мужской,1956-02-08,69,высшее,1.0,0,Линейный менеджер,Полная занятость,Производство,4.3,1.0,Личный,Санкт-Петербург,2017-11-23,,7
156,Князева Ангелина Игоревна,Женский,1987-10-11,38,высшее,0.0,0,Руководитель отдела,Полная занятость,Производство,2.8,79.0,Общественный,Санкт-Петербург,2023-07-26,,1
157,Шестаков Симон Трифонович,Мужской,1970-12-09,55,высшее,1.0,1,Сотрудник,Частичная занятость,Техническое обслуживание,4.7,8.0,Общественный,Санкт-Петербург,2005-08-08,,21
158,Ларионов Терентий Игнатович,Мужской,2001-12-10,24,высшее,0.0,0,Сотрудник,Полная занятость,Сервис и поддержка,4.2,56.0,Общественный,Санкт-Петербург,1990-12-21,,36
159,Субботин Алексей Валентинович,Мужской,1998-04-23,27,среднее профессиональное,0.0,0,Директор,Полная занятость,ИТ,13.9,77.0,Общественный,Санкт-Петербург,1985-06-25,,39
160,Шашкова Иванна Вячеславовна,Женский,1964-07-08,61,высшее,1.0,0,Ведущий специалист,Частичная занятость,Безопасность,0.0,46.0,Личный,Санкт-Петербург,2022-01-03,2024-05-19,5
161,Савин Капитон Алексеевич,Мужской,1982-08-18,43,высшее,0.0,1,Ведущий специалист,Полная занятость,ИТ,6.2,77.0,Общественный,Санкт-Петербург,2000-09-20,,28
162,Киселева Фёкла Оскаровна,Женский,1968-02-23,57,среднее профессиональное,1.0,1,Ведущий специалист,Временная,ИТ,17.4,65.0,Общественный,Санкт-Петербург,1981-05-23,,47
163,Коновалов Лонгин Феодосьевич,Мужской,1996-07-04,29,высшее,1.0,0,Сотрудник,Полная занятость,Производство,16.6,13.0,Общественный,Санкт-Петербург,1995-03-24,,31
164,Кошелев Сократ Валентинович,Мужской,2005-01-06,20,высшее,0.0,0,Ведущий специалист,Полная занятость,Производство,3.4,45.0,Личный,Санкт-Петербург,2022-11-15,,2
165,Блинов Флорентин Геннадиевич,Мужской,1975-03-20,50,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Производство,10.3,72.0,Общественный,Санкт-Петербург,2023-11-02,2024-10-02,0
166,Сидорова Алина Оскаровна,Женский,1974-04-15,51,не указано,1.0,0,Сотрудник,Полная занятость,Техническое обслуживание,6.4,26.0,Общественный,Санкт-Петербург,2022-04-05,,3
167,Смирнов Спиридон Герасимович,Мужской,1967-06-10,58,высшее,1.0,1,Сотрудник,Полная занятость,ИТ,25.8,69.0,Личный,Санкт-Петербург,2005-02-19,,17
168,Громов Петр Арсеньевич,Мужской,2009-07-07,16,среднее профессиональное,0.0,0,Ведущий специалист,Полная занятость,Сервис и поддержка,5.1,42.0,Личный,Санкт-Петербург,2016-04-27,,11
